GrLivArea,OverallQual,GarageCars,TotalBsmtSF,FullBath,SalePrice
1964,5,0.0,940.0,1,130000
2601,5,2.0,612.0,3,189000
1920,6,2.0,960.0,2,161900
1316,6,1.0,644.0,1,145000
2555,6,2.0,588.0,2,191000
1680,6,1.0,840.0,2,177000
1264,6,2.0,676.0,1,147500
790,6,1.0,768.0,1,91000
1512,8,1.0,798.0,2,231000
1639,6,1.0,1064.0,1,115000
1603,6,2.0,784.0,1,138000
1502,7,1.0,776.0,1,149000
1660,6,1.0,715.0,1,188700
1938,5,1.0,942.0,2,198000
1374,5,1.0,884.0,1,110000
1091,6,1.0,1091.0,1,104000
1873,8,2.0,608.0,1,257076
3447,8,3.0,728.0,3,381000
1954,7,2.0,798.0,1,311500
2161,7,2.0,832.0,2,263400
1898,5,2.0,1898.0,2,236500
1640,6,2.0,1296.0,1,224000
1032,6,2.0,516.0,1,116500
1556,6,2.0,716.0,2,151000
919,6,1.0,894.0,1,126000
1090,6,1.0,720.0,1,120000
796,4,0.0,796.0,1,55000
816,6,1.0,816.0,1,120500
778,5,1.0,740.0,1,120500
1200,5,0.0,780.0,1,119000
1656,5,1.0,624.0,1,126000
912,5,1.0,520.0,1,99500
1955,5,1.0,1151.0,2,165500
733,1,2.0,0.0,1,13100
1361,4,1.0,173.0,1,89000
1317,4,1.0,649.0,1,40000
1049,4,1.0,356.0,1,80900
894,3,3.0,894.0,1,81000
864,4,1.0,592.0,1,65000
1652,8,2.0,1600.0,2,392500
1648,8,2.0,1596.0,2,294464
1646,7,2.0,1594.0,2,250000
1646,8,2.0,1594.0,2,275000
2032,7,3.0,1840.0,3,300000
1689,8,3.0,1568.0,2,271000
1820,7,3.0,910.0,2,213000
1118,6,1.0,1096.0,1,171000
1279,6,2.0,1196.0,2,171500
1872,5,2.0,0.0,2,100000
1689,4,2.0,1680.0,2,228500
1786,5,2.0,1499.0,2,228950
1501,7,2.0,1277.0,2,241500
2898,8,2.0,1565.0,2,287000
1537,8,3.0,1518.0,2,294000
1646,8,3.0,1638.0,2,293077
1780,8,2.0,920.0,2,264966
1442,5,2.0,352.0,2,172500
1394,5,2.0,384.0,2,167500
1612,7,3.0,796.0,2,218689
1495,6,2.0,1495.0,2,150000
1651,6,2.0,1606.0,2,184000
1256,6,2.0,1256.0,2,180000
1509,6,2.0,1461.0,2,175000
1440,8,2.0,1432.0,2,232500
1675,6,2.0,1666.0,2,195000
2262,8,3.0,1482.0,2,305000
1728,8,2.0,1884.0,2,298751
1964,8,3.0,1964.0,2,370000
1344,7,4.0,1344.0,2,209200
1344,7,4.0,1344.0,2,206300
1092,5,0.0,1092.0,1,146000
1189,6,2.0,1189.0,2,160500
1200,4,3.0,1200.0,1,173000
1040,5,2.0,1040.0,1,124000
1304,5,1.0,264.0,1,115000
1475,5,1.0,550.0,2,129500
988,4,1.0,526.0,1,105000
988,4,1.0,462.0,1,94900
1160,5,1.0,1113.0,1,152500
1092,6,0.0,546.0,2,98000
630,4,0.0,630.0,1,81000
988,5,2.0,988.0,1,113000
816,5,1.0,816.0,1,128500
923,5,1.0,876.0,1,119500
816,5,1.0,816.0,1,130500
816,5,2.0,816.0,1,138000
845,5,1.0,845.0,1,134500
1750,6,1.0,983.0,2,160000
889,5,2.0,864.0,1,137500
1968,5,2.0,784.0,2,172000
1836,5,1.0,686.0,2,103000
1587,6,2.0,1587.0,2,167300
1277,7,2.0,1277.0,1,167000
2223,7,2.0,2223.0,2,244000
2217,8,2.0,2217.0,2,268000
1733,7,2.0,847.0,2,225000
1572,6,2.0,806.0,2,168000
1470,6,2.0,794.0,2,177000
1600,6,2.0,916.0,2,169000
1384,6,2.0,384.0,2,161500
1652,8,2.0,1494.0,2,251000
1694,6,2.0,392.0,2,160000
1714,6,2.0,923.0,2,180000
1553,7,2.0,691.0,2,178750
1253,7,2.0,1237.0,2,176000
2299,6,2.0,938.0,3,204000
1187,7,2.0,1168.0,2,160000
1472,7,2.0,384.0,2,160000
1482,7,2.0,384.0,2,163900
1642,6,2.0,903.0,2,168000
1128,6,2.0,1302.0,1,154204
1088,8,2.0,1074.0,1,170000
2090,7,2.0,1190.0,2,207500
1179,8,2.0,1166.0,2,182000
1321,8,2.0,1312.0,1,212000
1922,9,3.0,1922.0,2,377426
2541,8,3.0,1149.0,3,349265
2338,9,3.0,2660.0,2,591587
1424,5,3.0,1100.0,1,155000
1612,9,2.0,1612.0,2,319900
1419,8,2.0,1419.0,2,392000
2234,8,2.0,2220.0,1,441929
2042,10,3.0,1742.0,2,455000
1440,6,2.0,1440.0,2,182900
1284,6,2.0,1284.0,2,174000
1868,6,2.0,585.0,3,178000
1479,7,2.0,725.0,2,176000
1664,7,2.0,1529.0,2,213000
1930,7,2.0,780.0,2,192000
1969,7,2.0,808.0,2,190000
2030,6,2.0,848.0,2,195000
1032,6,2.0,1032.0,2,148000
1177,6,2.0,1153.0,2,151500
1725,7,2.0,539.0,2,197000
1353,6,2.0,1259.0,2,192350
1620,5,2.0,780.0,2,152000
1220,6,2.0,1625.0,2,170000
1484,5,2.0,1484.0,2,175000
1743,6,2.0,702.0,1,175000
1935,7,2.0,793.0,2,197900
1324,7,2.0,1228.0,2,174000
1877,6,2.0,1084.0,2,178900
1109,5,1.0,372.0,1,139000
981,6,2.0,981.0,1,143250
1479,7,2.0,725.0,1,184000
1422,5,2.0,925.0,1,155000
914,5,1.0,914.0,1,133000
950,5,1.0,950.0,1,119500
872,4,4.0,858.0,1,123000
858,4,1.0,858.0,1,110000
914,4,1.0,914.0,1,128000
864,4,2.0,864.0,1,120500
767,7,1.0,723.0,1,133000
1337,6,2.0,1337.0,2,155000
1337,6,2.0,1405.0,2,177000
1092,6,1.0,525.0,1,113500
1218,6,1.0,672.0,1,113000
1218,6,1.0,672.0,1,113700
1302,5,2.0,630.0,2,106000
1365,5,2.0,765.0,1,122500
958,6,2.0,1078.0,2,128000
1548,6,2.0,804.0,2,155000
1055,7,1.0,1061.0,2,142500
988,5,1.0,988.0,1,129250
1816,9,3.0,1790.0,2,356000
1828,9,3.0,1822.0,2,314813
1694,8,3.0,1694.0,2,318000
1694,8,3.0,1694.0,2,322400
1734,8,3.0,1734.0,2,318000
2122,8,3.0,2108.0,2,345474
2121,9,3.0,2121.0,2,415298
2656,9,3.0,1934.0,2,492000
2550,8,3.0,1108.0,2,338931
2046,10,3.0,1994.0,2,450000
2172,7,3.0,1063.0,2,280000
2552,9,3.0,2552.0,2,479069
1973,8,3.0,1935.0,2,395000
2643,9,3.0,2153.0,2,380000
1634,8,3.0,1626.0,2,250000
1976,8,3.0,1976.0,2,440000
2758,9,3.0,1704.0,2,418000
2290,10,3.0,2320.0,2,500067
2152,8,2.0,1582.0,2,260116
2473,8,3.0,1143.0,2,317000
2100,8,3.0,918.0,2,319500
2161,8,3.0,1582.0,1,325624
1802,9,3.0,1802.0,2,372000
2956,8,3.0,1706.0,2,342000
2468,8,3.0,1136.0,2,354000
2385,8,3.0,1317.0,2,350000
2374,8,3.0,1181.0,2,285000
1818,8,3.0,895.0,2,281500
1614,7,3.0,1614.0,2,245700
1721,8,2.0,1721.0,2,232698
1828,8,3.0,1298.0,2,250000
1362,6,2.0,1362.0,2,194700
1302,6,2.0,1302.0,1,204000
1302,6,2.0,1302.0,1,200000
1362,6,2.0,1362.0,2,207000
1554,8,2.0,1554.0,2,209500
1554,8,2.0,1554.0,2,209500
1370,8,2.0,1370.0,2,202500
1577,9,2.0,1577.0,2,280000
1561,9,2.0,1561.0,2,277500
1869,9,2.0,1869.0,2,318061
1324,8,2.0,1324.0,2,221370
1405,7,2.0,1405.0,2,200000
1496,6,2.0,768.0,3,181755
1536,6,2.0,768.0,2,176000
1484,6,2.0,783.0,2,178900
1458,7,2.0,608.0,2,168165
1495,6,2.0,738.0,2,171925
1746,6,3.0,698.0,2,198444
1326,6,2.0,1326.0,2,203000
1456,7,2.0,728.0,2,179540
1302,7,2.0,1302.0,2,176485
1340,7,2.0,1340.0,2,181134
1412,6,2.0,616.0,2,156932
1504,6,2.0,752.0,2,166000
1456,7,2.0,728.0,2,177594
1258,7,2.0,1246.0,2,173500
1258,7,3.0,1258.0,2,172500
1402,7,3.0,1258.0,0,194201
1589,8,3.0,1406.0,2,226500
1266,7,2.0,1266.0,2,185485
1530,7,3.0,1530.0,2,259000
1119,7,2.0,835.0,2,188500
1374,7,2.0,384.0,2,175000
1959,7,2.0,847.0,2,215000
1525,7,2.0,1510.0,2,206580
1720,7,2.0,840.0,2,183500
1394,7,2.0,384.0,2,165500
1948,7,2.0,847.0,2,211000
1690,6,2.0,924.0,2,181000
1995,7,2.0,854.0,2,219500
1647,6,2.0,953.0,2,175000
1430,7,2.0,384.0,2,170000
1320,7,2.0,660.0,2,162000
1690,6,2.0,915.0,2,187000
1644,6,2.0,941.0,2,185000
4476,10,3.0,2396.0,3,745000
2551,8,3.0,1779.0,2,384500
2285,8,3.0,969.0,2,248000
2633,10,3.0,2633.0,2,466500
3078,9,3.0,1408.0,2,410000
2582,8,3.0,1389.0,2,322500
2385,7,3.0,1066.0,2,252000
4316,10,3.0,2444.0,3,755000
2013,7,2.0,1117.0,2,269790
2398,7,3.0,1379.0,2,315750
2520,7,3.0,1203.0,2,290000
2531,8,3.0,1318.0,2,290000
3228,8,2.0,3200.0,3,430000
2202,8,2.0,1105.0,2,263000
2538,8,3.0,1325.0,2,330000
1369,7,2.0,1369.0,2,213133
1542,8,3.0,1542.0,2,260261
1905,9,3.0,1905.0,2,320000
1464,8,3.0,1485.0,2,282922
1534,8,2.0,1524.0,2,215000
1966,10,3.0,1966.0,2,419005
1636,8,3.0,1623.0,2,255000
1795,8,3.0,1795.0,2,147000
1528,7,2.0,1528.0,3,235876
1726,7,3.0,1726.0,2,311872
1689,7,3.0,1689.0,2,248328
1588,8,3.0,1588.0,2,227000
1538,8,2.0,1538.0,2,260000
1496,8,2.0,1496.0,2,225000
1506,7,2.0,1494.0,2,249000
1694,8,2.0,1686.0,2,307000
1977,7,3.0,982.0,2,250000
1830,8,3.0,1302.0,2,221300
1338,8,2.0,1338.0,2,208900
1335,7,2.0,1335.0,2,210400
1792,8,2.0,896.0,2,255000
1588,5,2.0,725.0,3,212109
1959,8,3.0,1088.0,2,270000
2610,8,2.0,1184.0,2,303477
1880,8,3.0,955.0,2,310013
1656,8,3.0,1656.0,2,249700
1761,7,2.0,874.0,3,227875
1584,8,2.0,1574.0,2,261329
1685,8,3.0,1685.0,2,253000
2443,6,3.0,1158.0,2,265000
2466,8,2.0,1580.0,3,340000
1100,6,0.0,1100.0,1,146000
1143,7,0.0,1143.0,1,147000
1094,5,2.0,1094.0,1,149000
1486,7,2.0,1461.0,2,181000
1721,6,2.0,928.0,2,201000
1820,6,2.0,864.0,2,191750
1349,7,2.0,1349.0,2,179000
1494,7,2.0,1482.0,2,215000
1575,6,2.0,1575.0,2,179200
1266,6,1.0,630.0,1,128000
884,5,2.0,840.0,1,144000
2020,5,2.0,0.0,2,144000
894,5,1.0,894.0,1,120750
970,5,2.0,970.0,1,132500
1057,5,2.0,1057.0,1,132000
999,5,1.0,999.0,1,132500
1120,4,2.0,1040.0,1,129000
1696,5,1.0,1140.0,1,143900
1040,5,2.0,1040.0,1,145000
988,5,2.0,988.0,1,128500
902,5,1.0,876.0,1,125500
2503,7,2.0,1223.0,2,300000
2167,7,2.0,1192.0,2,294000
1037,5,2.0,1037.0,1,129000
1701,5,2.0,1390.0,2,171000
1055,6,2.0,1044.0,1,147000
2810,8,2.0,1453.0,2,302000
2872,8,2.0,1683.0,2,285000
1378,8,2.0,1378.0,2,214000
1151,8,2.0,1141.0,2,166000
1565,8,2.0,1511.0,2,193800
1352,7,2.0,1352.0,2,208900
1352,7,2.0,1352.0,2,194000
1550,8,2.0,1550.0,2,207500
1241,7,2.0,1241.0,1,199900
1250,7,2.0,625.0,2,164700
1501,6,2.0,744.0,2,176500
1458,6,2.0,729.0,2,176000
1512,6,2.0,756.0,2,168500
1573,6,2.0,756.0,2,177000
1525,6,2.0,756.0,2,177000
1102,7,2.0,551.0,2,148800
1441,8,2.0,776.0,2,174000
1950,7,2.0,975.0,2,239000
1358,7,2.0,1339.0,2,204000
2048,8,2.0,1054.0,2,301000
2362,8,2.0,1220.0,2,312500
1494,8,2.0,1494.0,1,279700
2362,7,2.0,2002.0,2,255000
1432,5,2.0,1360.0,1,194000
1437,5,2.0,1437.0,2,218000
1295,8,2.0,1057.0,1,213750
1855,6,2.0,528.0,2,187000
1262,6,2.0,1262.0,2,181500
2497,8,2.0,2461.0,2,373000
2620,5,2.0,1361.0,2,190000
1929,7,2.0,1057.0,2,226000
1152,6,2.0,912.0,1,143450
2411,6,2.0,1008.0,2,240050
1082,6,2.0,973.0,1,162500
1295,6,2.0,1295.0,1,164000
1610,7,2.0,1124.0,2,185000
1594,7,2.0,1594.0,2,188500
2075,7,2.0,1148.0,2,255000
1680,5,2.0,1680.0,2,136905
1093,6,2.0,1093.0,2,158500
1242,7,2.0,1242.0,1,175500
1052,6,1.0,1052.0,1,127000
1107,5,1.0,949.0,1,127000
1214,5,1.0,1214.0,2,143000
1073,5,2.0,1073.0,1,156000
1344,5,1.0,1024.0,1,144000
1728,5,1.0,1728.0,2,119000
1224,4,3.0,0.0,2,103000
1422,5,1.0,978.0,1,139900
958,6,1.0,958.0,1,151500
1065,5,2.0,1065.0,1,126500
1138,6,1.0,588.0,1,145000
912,5,1.0,912.0,1,120000
1074,5,2.0,894.0,1,124000
882,5,1.0,0.0,1,106500
1187,5,2.0,864.0,1,140500
964,5,2.0,964.0,1,137500
894,5,1.0,894.0,1,117600
1200,7,2.0,1174.0,2,163500
1042,6,2.0,1042.0,2,161000
1302,6,1.0,1302.0,2,158000
2154,6,2.0,845.0,2,224500
1374,6,1.0,1130.0,1,147000
1652,6,2.0,1592.0,1,200000
1429,6,2.0,1144.0,1,181900
1327,5,2.0,1063.0,1,150750
1224,4,2.0,0.0,2,101800
932,6,1.0,932.0,1,124000
908,5,2.0,822.0,1,138500
334,1,0.0,0.0,1,39300
666,3,0.0,666.0,1,64500
670,3,0.0,370.0,1,64000
808,5,1.0,808.0,1,112000
1977,6,2.0,816.0,1,165000
1150,5,1.0,1078.0,1,144000
1920,5,2.0,928.0,2,137000
1376,5,1.0,768.0,1,105000
1644,5,1.0,728.0,1,146500
1560,5,3.0,1560.0,2,126000
1280,5,2.0,793.0,2,175000
1254,6,2.0,1218.0,1,158500
912,5,1.0,912.0,1,114500
1524,5,1.0,874.0,1,144000
2380,6,2.0,1021.0,2,129000
936,6,1.0,936.0,1,141000
1008,5,1.0,1008.0,1,131000
1053,5,2.0,1053.0,1,142100
1056,5,1.0,1056.0,1,139000
1442,6,1.0,1442.0,1,157900
1056,5,1.0,1056.0,1,139400
1244,6,1.0,1244.0,1,150000
1144,5,1.0,1144.0,1,120000
1721,6,2.0,1331.0,1,174850
922,5,1.0,922.0,1,116000
1048,5,1.0,1048.0,1,135000
1657,6,2.0,1657.0,2,163500
1411,5,1.0,1204.0,1,130000
1216,5,1.0,1216.0,1,129500
1154,5,1.0,864.0,1,142000
1560,5,2.0,1560.0,2,128600
948,6,2.0,948.0,1,125000
1040,6,1.0,1040.0,1,136000
1008,5,1.0,1008.0,1,134500
925,5,1.0,925.0,1,127000
1360,5,2.0,384.0,1,130000
1540,4,1.0,1190.0,1,115000
925,5,1.0,923.0,1,116900
928,5,1.0,928.0,1,132000
1647,4,1.0,1105.0,1,153000
924,5,1.0,924.0,1,112500
1544,4,0.0,925.0,2,138000
893,5,2.0,845.0,1,135000
1728,5,1.0,1216.0,1,156000
3086,5,3.0,666.0,3,301600
1034,5,1.0,735.0,1,109000
882,4,0.0,882.0,1,103200
1281,4,2.0,1151.0,2,128500
968,4,1.0,656.0,2,64500
1534,5,0.0,736.0,1,148000
691,5,1.0,691.0,1,86000
1651,7,1.0,725.0,2,172000
888,5,1.0,920.0,1,120000
952,6,1.0,952.0,1,128500
2080,5,2.0,1040.0,1,135000
924,5,2.0,672.0,1,122900
1082,6,1.0,1082.0,1,119200
1846,6,1.0,1040.0,2,143000
988,5,1.0,876.0,1,119000
1238,5,1.0,864.0,1,102000
864,5,2.0,864.0,1,129000
1134,5,1.0,1010.0,1,135000
1040,5,1.0,1040.0,1,152000
1170,5,1.0,1170.0,1,140000
1242,5,1.0,1242.0,1,152000
1377,5,1.0,1377.0,1,156500
1800,5,0.0,1800.0,2,141000
925,5,1.0,0.0,1,99000
1851,6,2.0,822.0,2,187000
1812,5,1.0,864.0,2,169500
864,5,1.0,864.0,1,125500
936,5,1.0,896.0,1,130000
960,5,2.0,850.0,1,103000
1432,5,2.0,264.0,2,132000
1296,6,2.0,845.0,1,127500
1022,5,1.0,1022.0,1,89500
936,5,2.0,936.0,1,140000
967,5,1.0,967.0,1,99900
1047,4,1.0,641.0,1,100000
1072,5,2.0,808.0,1,130000
1174,5,2.0,680.0,1,135000
1183,3,1.0,649.0,1,120000
1131,4,2.0,907.0,1,89471
1141,4,1.0,570.0,1,85000
960,4,1.0,960.0,1,108500
1798,4,2.0,1075.0,2,137000
866,5,0.0,686.0,1,110500
968,5,2.0,968.0,1,100000
1772,8,2.0,725.0,2,184900
1642,6,1.0,728.0,1,145000
1472,5,1.0,702.0,1,125000
1232,5,2.0,616.0,1,114000
2337,5,2.0,662.0,2,90000
1650,6,2.0,926.0,2,144100
2210,6,1.0,1008.0,2,117500
1358,5,1.0,687.0,1,124500
2454,7,2.0,819.0,2,185000
2291,6,2.0,1214.0,2,133900
1616,6,1.0,1149.0,2,152000
1559,5,2.0,1559.0,1,153500
2554,7,2.0,718.0,1,159500
1248,5,1.0,912.0,1,87000
968,4,1.0,0.0,1,104500
1382,4,1.0,0.0,2,110000
1060,5,1.0,756.0,1,136500
1435,5,1.0,910.0,1,128250
1167,5,2.0,915.0,1,144000
1635,6,2.0,1065.0,1,210000
1274,5,1.0,728.0,2,135000
1232,6,1.0,600.0,1,128000
1218,6,2.0,735.0,1,131000
884,5,1.0,884.0,1,113000
1409,6,2.0,861.0,1,126000
1322,5,1.0,672.0,1,132000
1426,5,1.0,966.0,1,131750
1281,5,2.0,756.0,1,132500
1513,5,1.0,939.0,1,137500
854,7,2.0,832.0,1,132000
1367,6,1.0,884.0,1,127500
986,6,1.0,960.0,1,102000
2264,6,1.0,1100.0,2,200000
1824,6,2.0,764.0,1,180500
1376,6,2.0,768.0,1,165000
1316,5,2.0,750.0,1,90000
1396,6,1.0,698.0,1,153575
1344,7,2.0,672.0,1,140000
2526,6,1.0,714.0,2,136000
1173,5,1.0,592.0,2,113000
1214,5,1.0,969.0,1,117000
1818,7,1.0,1040.0,1,169500
1108,7,1.0,637.0,1,139400
2294,6,2.0,741.0,3,202500
1355,6,0.0,684.0,1,127000
1375,6,1.0,780.0,1,141000
1952,7,1.0,976.0,1,212300
2180,6,2.0,1138.0,1,161000
1315,4,2.0,808.0,2,99500
1111,5,1.0,530.0,1,101000
1196,4,2.0,1196.0,1,109900
1382,5,2.0,720.0,1,128500
1889,7,1.0,925.0,1,122000
840,5,0.0,672.0,1,87000
1484,4,1.0,771.0,2,50000
2267,7,2.0,1005.0,1,219000
3086,5,0.0,1598.0,3,200500
1134,5,1.0,756.0,1,126000
1282,5,1.0,672.0,1,108500
999,5,1.0,925.0,1,130000
1452,5,2.0,1420.0,1,158450
1005,4,2.0,1005.0,1,115400
1029,4,1.0,1029.0,1,118500
1020,5,2.0,980.0,2,165000
1040,5,1.0,1040.0,1,123000
913,6,1.0,814.0,1,129000
894,5,1.0,894.0,1,125000
948,5,1.0,948.0,1,108000
868,5,2.0,768.0,1,119900
897,5,1.0,876.0,1,115000
943,5,2.0,943.0,1,134500
955,5,1.0,955.0,1,127000
894,5,2.0,894.0,1,129000
1285,6,2.0,660.0,1,143500
912,5,1.0,912.0,1,129000
1375,5,1.0,1240.0,1,187000
2654,5,2.0,671.0,3,158000
1416,5,2.0,816.0,2,112000
1302,7,1.0,680.0,1,165250
1299,6,2.0,967.0,1,150000
1176,5,1.0,1158.0,1,137000
998,4,2.0,0.0,1,89500
1824,7,2.0,1643.0,2,302000
1522,6,2.0,1190.0,2,182000
2060,6,2.0,1151.0,2,211000
1325,5,2.0,409.0,2,216000
1630,5,2.0,1073.0,2,130000
1242,4,1.0,484.0,1,109900
2422,6,2.0,1288.0,3,255000
2158,6,2.0,1202.0,2,243000
1626,6,1.0,988.0,1,154000
864,5,1.0,864.0,1,118000
943,4,1.0,0.0,1,80000
1440,4,0.0,1440.0,2,150000
605,4,0.0,528.0,1,86000
1038,5,1.0,1038.0,2,130000
1342,5,1.0,1342.0,1,125000
1480,5,1.0,1080.0,1,136500
1362,4,1.0,951.0,2,96000
1340,5,1.0,0.0,1,120000
1822,6,2.0,1105.0,2,228500
1442,7,2.0,910.0,2,179900
2243,7,3.0,700.0,2,225000
2730,7,2.0,1502.0,2,301000
2127,7,3.0,1104.0,2,238000
1982,7,2.0,807.0,2,228500
1958,7,2.0,779.0,2,220000
2696,7,3.0,1264.0,2,383970
2828,8,3.0,1466.0,3,424870
1651,8,3.0,1643.0,2,250000
2140,8,3.0,2140.0,2,360000
1494,7,3.0,1494.0,2,279500
1316,7,2.0,1316.0,2,200141
1651,8,3.0,1643.0,2,246500
2574,8,3.0,1482.0,2,276000
1274,7,2.0,1274.0,2,203000
1456,7,2.0,728.0,2,155835
1240,7,3.0,1240.0,2,194000
1208,7,2.0,1208.0,2,195400
1546,7,3.0,1546.0,2,217000
1500,8,2.0,1489.0,2,212999
1270,7,2.0,1270.0,2,175900
1795,7,2.0,879.0,2,191000
1314,6,2.0,1314.0,2,176432
2062,7,2.0,1157.0,2,277000
1873,7,2.0,929.0,2,207000
2144,6,2.0,1444.0,2,277000
1953,6,2.0,1580.0,2,240000
2087,6,2.0,832.0,2,187500
1743,8,2.0,966.0,0,279000
1022,5,2.0,1022.0,1,139500
990,5,1.0,990.0,1,126000
1200,6,2.0,1200.0,2,177500
1308,6,2.0,635.0,2,175000
1796,6,2.0,794.0,2,211000
990,5,1.0,990.0,1,146000
1097,5,1.0,1097.0,1,147900
990,4,0.0,990.0,1,123600
1786,6,2.0,824.0,2,204750
1873,7,2.0,988.0,2,235500
1753,7,2.0,853.0,2,217000
1690,7,2.0,845.0,2,190550
1842,7,2.0,985.0,2,217500
1479,7,2.0,1453.0,2,226000
1668,7,2.0,840.0,2,180000
894,5,2.0,864.0,1,131000
1025,5,2.0,1015.0,2,153500
1009,5,2.0,995.0,2,160000
1040,5,2.0,1040.0,1,134900
907,5,1.0,876.0,1,130000
879,5,2.0,864.0,1,120000
882,5,2.0,882.0,1,112500
969,5,2.0,969.0,1,122000
864,5,2.0,864.0,1,127000
875,4,2.0,385.0,1,117000
2000,8,3.0,2000.0,2,305900
2169,8,2.0,1284.0,2,228500
1673,7,2.0,1673.0,2,270000
1459,7,2.0,1459.0,2,192000
1932,7,2.0,979.0,2,213000
1729,7,2.0,860.0,2,200000
2452,8,2.0,1028.0,2,267000
1592,8,2.0,1556.0,2,228000
2439,8,2.0,1531.0,2,275000
1992,7,2.0,860.0,2,211000
1668,9,3.0,1626.0,2,285000
2090,8,2.0,1220.0,2,240000
848,6,2.0,848.0,1,131500
1341,8,2.0,1341.0,1,246900
1928,7,2.0,847.0,2,219500
1337,7,2.0,1337.0,2,185000
1476,7,2.0,738.0,2,179400
1797,7,2.0,939.0,2,213500
1422,7,2.0,1422.0,2,179600
1190,7,2.0,1169.0,2,173500
1330,6,2.0,1330.0,2,167840
1491,7,2.0,738.0,2,168675
1536,5,2.0,768.0,2,167000
1214,5,2.0,1214.0,1,140000
936,5,1.0,936.0,1,118500
1088,4,2.0,1088.0,1,110000
960,4,1.0,960.0,1,94750
1351,5,2.0,901.0,1,122000
1179,6,2.0,1179.0,1,110000
816,6,0.0,816.0,1,118500
1044,6,2.0,960.0,1,133500
1113,6,1.0,1143.0,1,148000
2233,5,2.0,0.0,2,141000
1125,5,2.0,1125.0,1,155000
1090,5,2.0,1090.0,1,157000
1408,5,2.0,734.0,2,171500
5095,10,3.0,5095.0,2,183850
4676,10,3.0,3138.0,3,184750
1072,6,2.0,547.0,1,140000
960,5,1.0,960.0,1,131750
1152,4,0.0,0.0,2,61500
948,4,1.0,864.0,1,111000
1195,5,0.0,1195.0,2,98500
774,3,0.0,544.0,1,79000
865,6,1.0,660.0,1,108500
894,4,2.0,894.0,1,110000
1346,4,1.0,560.0,1,112000
768,4,1.0,768.0,1,125000
864,4,2.0,864.0,1,79275
948,4,1.0,948.0,1,119000
3395,6,0.0,1440.0,2,200000
2592,5,0.0,1296.0,2,150000
1502,6,1.0,602.0,1,165000
789,5,1.0,768.0,1,96500
1422,5,1.0,1290.0,1,136500
1298,6,1.0,651.0,2,146500
1768,5,1.0,731.0,1,175000
1098,7,1.0,531.0,1,148500
1436,6,1.0,585.0,1,141500
1426,7,1.0,912.0,1,189950
1461,6,1.0,686.0,1,135000
1646,7,1.0,918.0,2,164000
694,5,1.0,440.0,1,90350
1250,5,2.0,661.0,2,139000
954,5,1.0,920.0,1,119750
1958,6,2.0,979.0,2,145000
2002,5,3.0,1001.0,2,145000
1718,7,2.0,851.0,2,238000
1226,5,2.0,0.0,1,153500
2624,6,3.0,1370.0,2,239000
3194,8,2.0,965.0,2,359100
1755,4,1.0,930.0,2,188000
1991,6,2.0,854.0,1,220000
1355,5,2.0,728.0,2,140000
2727,8,2.0,853.0,2,315000
2320,6,1.0,1028.0,2,259500
1839,6,2.0,1477.0,2,257500
1740,7,1.0,800.0,1,219500
2259,6,2.0,1809.0,2,217000
1560,6,2.0,1560.0,1,201000
1488,6,2.0,1488.0,2,215000
1045,6,2.0,516.0,1,123900
1680,4,2.0,1680.0,2,170000
1020,8,2.0,1004.0,1,200000
1696,7,2.0,1696.0,2,198000
2515,6,2.0,2035.0,3,200624
2726,8,2.0,279.0,2,315000
1517,5,0.0,793.0,2,115000
1215,6,2.0,720.0,1,141000
803,5,2.0,720.0,1,87000
1601,5,0.0,936.0,2,129850
1123,4,1.0,732.0,1,100000
1828,5,1.7668146124957322,859.0,2,150909
816,5,1.0,816.0,1,75200
1012,6,1.0,1012.0,1,118400
1077,5,1.0,961.0,1,67000
1558,5,1.0,910.0,1,152000
845,2,1.0,0.0,1,68104
1991,5,0.0,957.0,2,119600
1073,4,2.0,1073.0,1,140000
1001,5,1.0,837.0,1,124900
1625,8,2.0,1573.0,2,375000
1625,8,2.0,1573.0,2,235000
1299,6,2.0,1001.0,2,183500
912,6,2.0,888.0,1,156000
1080,6,2.0,1084.0,1,134000
1392,5,3.0,1441.0,2,215000
1409,7,2.0,1409.0,1,245000
1478,7,2.0,1454.0,2,210000
918,7,1.0,852.0,1,148000
1026,6,2.0,970.0,1,143000
1501,7,2.0,1501.0,2,244000
1502,7,1.0,1502.0,1,330000
1328,5,1.0,1350.0,1,170000
2279,6,2.0,585.0,2,257000
1689,7,2.0,1689.0,2,231713
1564,8,2.0,1546.0,2,267300
1484,8,2.0,1476.0,2,265900
1571,8,3.0,1571.0,2,239000
1646,8,3.0,1638.0,2,248900
1240,7,2.0,1265.0,2,174000
1717,7,2.0,1156.0,2,187500
1756,6,2.0,872.0,2,204000
1312,8,2.0,1267.0,2,180500
1146,7,2.0,868.0,2,187500
1922,8,3.0,1922.0,2,282000
1491,6,2.0,1491.0,2,178000
1629,8,3.0,1616.0,2,270000
2486,7,2.0,1122.0,3,279900
1572,5,3.0,1572.0,1,186700
1776,8,3.0,1732.0,2,283463
1824,10,3.0,1824.0,2,392000
2482,8,3.0,1094.0,2,281213
1120,5,0.0,1120.0,1,147000
2034,3,4.0,0.0,1,130000
936,6,2.0,920.0,0,140000
1040,4,2.0,1064.0,1,132250
